WOODS
Diamana WB Series 63,MR0114,4B1M,Graphite,S,62,3.1,high,med/firm,low,$360.00,92
Diamana WB Series 73,MR0114,4B1M,Graphite,S,70,3.0,high,med/firm,low,$360.00,92
Diamana D+ 62,MR0035,4B1M,Graphite,S,65,3.6,mid/high,stiff,low/mid,$129.00,94
Diamana S+ 62 1st Gen,MR0034,4B1M,Graphite,S,64,4.5,mid,firm,low/mid,$99.00,94
Fuji Motore X F1 60,FK0107,4B1M,Graphite,S,68,4.1,mid/high,stiff,low/mid,$225.00,98
Fuji Motore X F1 70,FK0107,4B1M,Graphite,S,78,3.8,mid/high,stiff,low/mid,$225.00,98
Fuji Motore X F3 50,FK0106,4B1M,Graphite,S,59,4.6,low/mid,stiff,mid/high,$225.00,98
Fuji Motore X F3 60,FK0106,4B1M,Graphite,S,68,4.3,low/mid,stiff,mid/high,$225.00,98
Fuji Motore X F3 70,FK0106,4B1M,Graphite,S,76,4.1,low/mid,stiff,mid/high,$225.00,98
Fuji Speeder NX Green 70,FK0115,4B1M,Graphite,S,76,3.0,mid,stiff,low/mid,$350.00,98
GD Tour AD DI 50 Blk,GD0023,4B1M,Graphite,S,57,4.6,mid,firm,high,$379.00,101
GD Tour AD DI 50 Org,GD0023,4B1M,Graphite,S,57,4.6,mid,firm,high,$379.00,101
GD Tour AD DI 60 Blk,GD0023,4B1M,Graphite,S,65,3.3,mid,firm,high,$379.00,101
GD Tour AD DI 60 Org,GD0023,4B1M,Graphite,S,65,3.3,mid,firm,high,$379.00,101
GD Tour AD DI 70 Blk,GD0023,4B1M,Graphite,S,74,3.2,mid,firm,mid/high,$379.00,101
GD Tour AD DI 70 Org,GD0023,4B1M,Graphite,S,74,3.2,mid,firm,mid/high,$379.00,101
GD Tour AD GC 50,GD0066,4B1M,Graphite,S,53,4.5,mid,firm,mid,$379.00,Web
GD Tour AD GC 60,GD0066,4B1M,Graphite,S,62,3.1,mid,firm,mid,$379.00,Web
GD Tour AD HD 50,GD0060,4B1M,Graphite,S,59,4.4,mid,firm,mid,$379.00,Web
GD Tour AD HD 60,GD0060,4B1M,Graphite,S,66,3.1,mid,firm,mid,$379.00,Web
GD Tour AD IZ 50,GD0052,4B1M,Graphite,S,56,4.4,mid,firm,high,$379.00,Web
GD Tour AD IZ 60,GD0052,4B1M,Graphite,S,63,3.2,mid,firm,high,$379.00,100
GD Tour AD IZ 70,GD0052,4B1M,Graphite,S,72,3.1,mid,firm,high,$379.00,Web
GD Tour AD UB 50,GD0061,4B1M,Graphite,S,57,4.4,mid,firm,mid,$379.00,Web
GD Tour AD UB 60,GD0061,4B1M,Graphite,S,65,3.2,mid,firm,mid,$379.00,100
GD Tour AD UB 70,GD0061,4B1M,Graphite,S,74,3.0,mid,firm,mid,$379.00,Web
GD Tour AD VF 50,GD0063,4B1M,Graphite,S,56.5,4.3,mid/high,stiff,low/mid,$379.00,Web
GD Tour AD VF 60,GD0063,4B1M,Graphite,S,66.5,3.3,mid/high,stiff,low/mid,$379.00,101
GD Tour AD VF 70,GD0063,4B1M,Graphite,S,74,3.0,mid/high,stiff,low/mid,$379.00,Web
GD Tour AD VR 50,GD0056,4B1M,Graphite,S,57,4.5,mid,firm,mid/high,$379.00,Web
GD Tour AD VR 60,GD0056,4B1M,Graphite,S,65,3.2,mid,firm,mid/high,$379.00,Web
GD Tour AD VR 70,GD0056,4B1M,Graphite,S,73,3.0,mid,firm,mid/high,$379.00,Web
GD Tour AD XC 50,GD0059,4B1M,Graphite,S,56,4.2,mid/high,stiff,low/mid,$379.00,Web
GD Tour AD XC 60,GD0059,4B1M,Graphite,S,64,3.2,mid/high,stiff,low/mid,$379.00,100
GD Tour AD XC 70,GD0059,4B1M,Graphite,S,73,3.0,mid/high,stiff,low/mid,$379.00,Web
HZRDUS Smoke Black 60,TT0138,4B1M,Graphite,S(6.0),59,3.5,high,stiff,low,$80.00,103
HZRDUS Smoke Black 70,TT0138,4B1M,Graphite,S(6.0),68,3.5,high,stiff,low,$80.00,103
HZRDUS Smoke Blue RDX 60,TT0159,4B1M,Graphite,S(6.0),64,3.4,mid/high,stiff,low,$225.00,104
HZRDUS Smoke Blue RDX 70,TT0159,4B1M,Graphite,S(6.0),75,3.2,mid/high,stiff,low,$225.00,104
Kuro Kage Sil 70 1st Gen,MR0036,4B1M,Graphite,S,75,4.1,mid/high,firm,low/mid,$69.00,94
Rapport Core Blue 70,VA0001,4B1M,Graphite,S,70,3.1,mid/high,firm,low/mid,$99.99,75
Rapport Core Blue CB 70,VA0004,4B1M,Graphite,S,73,3.5,mid/high,firm,low/mid,$99.99,75
Rapport Core White 50,VA0008,4B1M,Graphite,S,56,3.7,mid/high,stiff,low/mid,$129.99,74
Rapport Core White 60,VA0008,4B1M,Graphite,S,64,3.3,mid/high,stiff,low/mid,$129.99,74
Rogue Silver 110 MSI 60,AL0095,4B1M,Graphite,S,63,3.5,mid/high,firm,low/mid,$100.00,88
Rogue Silver 110 MSI 70,AL0095,4B1M,Graphite,S,72,3.2,mid/high,firm,low/mid,$100.00,88
Tensei 1K Pro Orange 50,MR0101,4B1M,Graphite,S,56,3.9,high,firm,low,$350.00,91
Tensei 1K Pro White 50,MR0095,4B1M,Graphite,S,56,4.5,high,medium,low,$350.00,91
Tensei 1K Pro White 60,MR0095,4B1M,Graphite,S,62,3.8,high ,medium,low,$350.00,91
Tensei 1K Pro White 70,MR0095,4B1M,Graphite,S,71,3.4,high,medium,low,$350.00,91
UST LIN-Q M40X White 60,US0127,4B1M,Graphite,F4-S,67,4.9,mid/high,firm,low/mid,$325.00,81
UST LIN-Q M40X White 70,US0127,4B1M,Graphite,F4-S,75,4.1,mid/high,firm,low/mid,$325.00,81
Ventus Blue 60,FK0100,4B1M,Graphite,S,65,3.1,mid,stiff,mid,$350.00,97
Ventus Blue 70,FK0100,4B1M,Graphite,S,76,3.0,mid,stiff,mid,$350.00,97
Ventus TR Blue 50,FK0112,4B1M,Graphite,S,58,3.3,mid,stiff,mid,$350.00,96
Ventus TR Blue 60,FK0112,4B1M,Graphite,S,68,3.1,mid,stiff,mid,$350.00,96
Ventus Blue Velocore+ 50,FK0116,4B1M,Graphite,S,58.5,3.5,mid,stiff,mid,$350.00,96
Ventus Blue Velocore+ 60,FK0116,4B1M,Graphite,S,65.5,3.3,mid,stiff,mid,$350.00,96
Ventus Blue Velocore+ 70,FK0116,4B1M,Graphite,S,75.5,3.0,mid,stiff,mid,$350.00,96
Accra TZ6 Series 55,AC0002,4B2H,Graphite,M4-S,62,2.7,mid,med/firm,mid,$200.00,78
Accra TZ6 Series 65,AC0002,4B2H,Graphite,M4-S,69,2.4,mid,med/firm,mid,$200.00,78
Accra TZ6 Series 75,AC0002,4B2H,Graphite,M4-S,80,2.1,mid,med/firm,mid,$200.00,78
Diamana BB Series 73,MR0117,4B2H,Graphite,S,70,2.9,mid/high,medium,mid,$360.00,Web
Fuji Speeder NX 70,FK0109,4B2H,Graphite,S,73,2.9,mid,stiff,mid/high,$350.00,98
KBS TD 70,FS0066,4B2H,Graphite,cat3-S,70,2.9,miD,med/firm,mid,$200.00,110
ProForce V2 75,US0139,4B2H,Graphite,F4-S,76,2.2,mid/high,med/firm,mid,$75.00,82
ProLaunch Blue 65,TT0133,4B2H,Graphite,S,64,2.8,low/mid,med/soft,high,$59.99,79
Accra iWood 52,AC0003,4B2M,Graphite,M4-S,66,3.8,low/mid,med/soft,mid/high,$99.00,78
Accra iWood 62,AC0003,4B2M,Graphite,M4-S,71,3.2,low/mid,med/soft,mid/high,$99.00,78
Aldila NVS 55,AL0091,4B2M,Graphite,S,59,4.4,mid,medium,mid/high,$80.00,87
Aldila NVS 65,AL0091,4B2M,Graphite,S,69,3.6,mid,medium,mid/high,$80.00,87
Aldila Synergy Blue 70,AL0087,4B2M,Graphite,S,73,4.2,mid,medium,mid,$175.00,89
Ascent Red 60,AL0086,4B2M,Graphite,S,65,4.9,mid,medium,mid,$250.00,88
Ascent Red 70,AL0086,4B2M,Graphite,S,74,3.8,mid,medium,mid,$250.00,88
Denali Blue 50,TT0209,4B2M,Graphite,S(6.0),58,4.2,mid,med/firm,mid,$225.00,102
Denali Blue 60,TT0209,4B2M,Graphite,S(6.0),65,3.7,mid,med/firm,mid,$225.00,102
Denali Blue 70,TT0209,4B2M,Graphite,S(6.0),73,3.1,mid,med/firm,mid,$225.00,102
Diamana BB Series 53,MR0117,4B2M,Graphite,S,54,4.9,mid/high,medium,mid,$360.00,Web
Diamana BB Series 63,MR0117,4B2M,Graphite,S,61,3.2,mid/high,medium,mid,$360.00,Web
EvenFlow Blue 65,TT0142,4B2M,Graphite,S(6.0),67,3.7,mid,medium,mid,$49.99,Web
Evenflow Riptide CB 50,TT0201,4B2M,Graphite,S(6.0),55,4.9,mid,med/firm,mid,$80.00,104
Evenflow Riptide CB 60,TT0201,4B2M,Graphite,S(6.0),62,3.9,mid,med/firm,mid,$80.00,104
Fuji Speeder NX Blue 50,FK0109,4B2M,Graphite,S,54.5,4.6,mid,firm,mid/high,$350.00,98
Fuji Speeder NX Blue 60,FK0109,4B2M,Graphite,S,63.5,3.7,mid,stiff,mid/high,$350.00,98
Fuji Speeder NX Green 50,FK0115,4B2M,Graphite,S,57.5,4.9,mid,firm,mid,$350.00,98
Fuji Speeder NX Green 60,FK0115,4B2M,Graphite,S,66.5,3.8,mid,stiff,mid,$350.00,98
G-Tech,GD0011,4B2M,Graphite,S,74,4.9,mid,medium,mid,$27.99,101
GD Tour AD CQ 50,GD0062,4B2M,Graphite,S,56,4.5,low/mid,medium,mid/high,$379.00,Web
GD Tour AD CQ 60,GD0062,4B2M,Graphite,S,64,3.4,low/mid,medium,mid/high,$379.00,100
GD Tour AD CQ 70,GD0062,4B2M,Graphite,S,73,3.2,low/mid,medium,mid/high,$379.00,Web
Graftech GT 55,GW0049,4B2M,Graphite,S,58,4.5,mid,soft/med,high,$29.99,73
Graftech GT 65,GW0048,4B2M,Graphite,S,65,4.5,mid,medium,mid,$27.99,73
Graftech Lite,GW1005,4B2M,Graphite,S,73,4.8,mid,medium,mid,$16.99,73
HZRDUS Smoke Red RDX 60,TT0180,4B2M,Graphite,S(6.0),60,3.5,mid,med/firm,mid,$225.00,104
HZRDUS Smoke Red RDX 70,TT0180,4B2M,Graphite,S(6.0),71 ,3.7,mid,med/firm,mid,$225.00,104
KBS TD 50,FS0066,4B2M,Graphite,cat3-S,50,3.9,mid,med/firm,mid,$200.00,110
KBS TD 60,FS0066,4B2M,Graphite,cat3-S,61,3.1,mid,med/firm,mid,$200.00,110
Kuro Kage Blk HBP 50 2nd Gen ,MR0044,4B2M,Graphite,S,60,4.8,mid,medium,mid,$49.99,95
Kuro Kage Blk HBP 60 2nd Gen,MR0044,4B2M,Graphite,S,67,4.4,mid,medium,mid,$49.99,95
Kuro Kage Sil 60 1st Gen,MR0036,4B2M,Graphite,S,66,4.4,mid,med/firm,mid,$69.00,94
Mitsubishi C6 Blue 60,MR0097,4B2M,Graphite,S,65,4.6,mid,soft,mid,$150.00,93
Mitsubishi C6 Blue 70,MR0097,4B2M,Graphite,S,71,4.3,mid,soft,mid,$150.00,93
Mitsubishi C6 Onyx 50,MR0091,4B2M,Graphite,S,59,4.5,mid,medium,mid,$250.00,93
Mitsubishi C6 Onyx 60,MR0091,4B2M,Graphite,S,66,4.4,mid,medium,mid,$250.00,93
Mitsubishi C6 Onyx 70,MR0091,4B2M,Graphite,S,74,4.2,mid,medium,mid,$250.00,93
MPF Pro Series DR,MA0289,4B2M,Graphite,S,65,3.5,mid,firm,mid,$34.99,72
MPF Pro Series FW,MA0290,4B2M,Graphite,S,77,3.5,mid,medium,mid,$29.99,72
MPF Pro Series UL,MA0288,4B2M,Graphite,S,48,4.9,low/mid,medium,mid/high,$39.99,72
ProLaunch GWX 50,TT0155,4B2M,Graphite,S,58,4.2,mid,medium,mid/high,$59.99,79
ProLaunch GWX 60,TT0155,4B2M,Graphite,S,64,3.7,mid,medium,mid/high,$59.99,79
ProLaunch Platinum,TT0132,4B2M,Graphite,S,63,3.3,mid,medium,mid,$59.99,79
ProForce V2 55,US0139,4B2M,Graphite,F4-S,57,3.7,mid,medium,mid,$75.00,82
ProForce V2 65,US0139,4B2M,Graphite,F4-S,66,3.0,mid,medium,mid,$75.00,82
ProForce V2 HL 55,US0141,4B2M,Graphite,F4-S,52,4.2,low/mid,medium,high,$75.00,82
ProForce V2HL 65,US0141,4B2M,Graphite,F4-S,64,4.2,low/mid,medium,high,$75.00,82
Rapport Core Blue 50,VA0001,4B2M,Graphite,S,58,3.9,mid,medium,mid,$99.99,75
Rapport Core Blue 60,VA0001,4B2M,Graphite,S,65,3.5,mid,medium,mid,$99.99,75
Rapport Core Blue CB 60,VA0004,4B2M,Graphite,S,68,3.9,mid,medium,mid,$99.99,75
Rapport Core Blue FW 70,VA0005,4B2M,Graphite,S,73,3.4,mid,medium,mid,$69.99,75
Tensei AV Raw Orange 65,MR0092,4B2M,Graphite,S,69,4.4,mid,medium,mid,$150.00,Web
Tensei AV Raw Orange 75,MR0092,4B2M,Graphite,S,77,3.9,mid,medium,mid,$150.00,Web
Tensei CK Blue 60,MR0068,4B2M,Graphite,S,67,4.5,mid,medium,mid,$129.00,94
Tensei CK Blue 70,MR0068,4B2M,Graphite,S,76,4.0,mid,medium,mid,$129.00,94
Tensei 1K Pro Blue 50,MR0104,4B2M,Graphite,S,54,4.8,mid,medium,mid,$350.00,91
Tensei 1K Pro Blue 60,MR0104,4B2M,Graphite,S,61,3.9,mid,medium,mid,$350.00,91
Tensei 1K Pro Blue 70,MR0104,4B2M,Graphite,S,69,3.9,mid,medium,mid,$350.00,91
UST Gold 55,US0081,4B2M,Graphite,S,53,4.5,low/mid,medium,mid/high,$55.00,85
UST Gold 65,US0054,4B2M,Graphite,S,62,3.9,low/mid,medium,mid/high,$55.00,85
UST LIN-Q M40X Blue 60,US0131,4B2M,Graphite,F4-S,66,4.8,mid,med/firm,mid,$325.00,81
UST LIN-Q M40X Blue 70,US0131,4B2M,Graphite,F4-S,74,4.1,mid,med/firm,mid,$325.00,81
UST LIN-Q M40X Red 70,US0132,4B2M,Graphite,F4-S,75,4.1,low/mid,medium,mid/high,$325.00,81
Vanquish 50,MR0103,4B2M,Graphite,S,57,4.2,mid,medium,mid/high,$360.00,92
Ventus Red 50,FK0099,4B2M,Graphite,S,59,3.5,low,firm,mid/high,$350.00,97
Ventus Red 60,FK0099,4B2M,Graphite,S,65,3.2,low,firm,mid/high,$350.00,97
Ventus Red Velocore+ 50,FK0117,4B2M,Graphite,S,59.5,3.4,low,firm,mid/high,$350.00,Web
Ventus Red Velocore+ 60,FK0117,4B2M,Graphite,S,65.5,3.3,low,firm,mid/high,$350.00,Web
Ventus TR Red 50,FK0114,4B2M,Graphite,S,59.5,3.3,mid,firm,mid/high,$350.00,96
Ventus TR Red 60,FK0114,4B2M,Graphite,S,68,3.2,mid,firm,mid/high,$350.00,96
Aldila Synergy Blue 50,AL0087,4B2S,Graphite,S,54,5.5,mid,medium,mid,$175.00,89
Aldila Synergy Blue 60,AL0087,4B2S,Graphite,S,63,5.1,mid,medium,mid,$175.00,89
Ascent Red 50,AL0086,4B2S,Graphite,S,58,5.5,mid,medium,mid,$250.00,88
Competition Series,US0044,4B2S,Graphite,S,67,5.8,mid,medium,mid/high,$30.00,85
Diamana TB Series 50,MR0093,4B2S,Graphite,S,56,5.0,mid/high,medium,mid,$360.00,Web
EvenFlow Blue 55,TT0142,4B2S,Graphite,S(6.0),59,5.4,mid,medium,mid,$49.99,Web
HZRDUS Smoke Red RDX 50,TT0180,4B2S,Graphite,S(6.0),51,5.5,mid,med/firm,mid,$225.00,104
Mitsubishi C6 Blue 50,MR0097,4B2S,Graphite,S,55,5.7,mid,soft,mid,$150.00,93
ProLaunch Blue 45,TT0133,4B2S,Graphite,S,48,5.0,low/mid,med/soft,high,$59.99,79
Tensei AV Raw Orange 55,MR0092,4B2S,Graphite,S,60,5.8,mid,medium,mid,$150.00,Web
Tensei CK Blue 50,MR0068,4B2S,Graphite,S,57,5.5,mid,medium,mid,$129.00,94
UST dhi Series,US0082,4B2S,Graphite,S,70,6.1,low/mid,med/soft,mid/high,$30.00,85
UST Helium Nanocore 50,US0126,4B2S,Graphite,F4-S,56,5.7,mid,soft,high,$280.00,Web
UST LINQ M40X Red 50,US0132,4B2S,Graphite,F4-S,58,5.6,low/mid,medium,mid/high,$325.00,81
UST LINQ M40X Red 60,US0132,4B2S,Graphite,F4-S,67,5.0,low/mid,medium,mid/high,$325.00,81
Vista Pro 55,FK0102,4B2S,Graphite,S,57,4.6,low/mid,med/soft,mid/high,$95.00,99
Vista Pro 65,FK0102,4B2S,Graphite,S,67,4.2,mid,medium,low,$95.00,99
Cypher 2.0 50,TT0211,4B3M,Graphite,S(6.0),56,4.2,low,med/soft,high,$225.00,102
GD Tour AD F (Fwy) Series 68,GD0053,4B3M,Graphite,S,68,3.3,low,soft,high,$249.00,Web
GD Tour AD F (Fwy) Series 77,GD0053,4B3M,Graphite,S,77,3.2,low,soft,high,$249.00,Web
Mitsubishi C6 Red 60,MR0098,4B3M,Graphite,S,65,4.9,low/mid,soft,high,$150.00,93
Pro Custom,TT202214,4B3M,Graphite,S,70,5.0,low,soft,high,$31.99,79
Mitsubishi C6 Red 50,MR0098,4B3S,Graphite,S,59,5.9,low/mid,soft,high,$150.00,93
Tensei 1K Pro Orange 70,MR0101,4C1H,Graphite,S,77,2.7,high,firm,low,$350.00,91
Ventus TR Black 70,FK0113,4C1H,Graphite,S,79.5,2.8,high,stiff,low,$350.00,96
Accra TZ5 Series 75,AC0001,4C1M,Graphite,M4-S,78,3.2,high,firm,low,$200.00,78
Diamana D+ 72,MR0035,4C1M,Graphite,S,74,3.3,high,stiff,low,$129.00,94
Diamana D-Series LE 63,MR0116,4C1M,Graphite,S,61,3.1,high,firm,low,$350.00,Web
HZRDUS Black G4 60,TT0190,4C1M,Graphite,S(6.0),60,3.5,high,stiff,low,$225.00,103
HZRDUS Black G4 70,TT0190,4C1M,Graphite,S(6.0),68,3.3,high,stiff,low,$225.00,103
HZRDUS Smoke Blk RDX 60,TT0157,4C1M,Graphite,S(6.0),58,3.5,high,stiff,low,$225.00,104
HZRDUS Smoke Blk RDX 70,TT0157,4C1M,Graphite,S(6.0),67,3.5,high,stiff,low,$225.00,104
ProLaunch Red,TT0136,4C1M,Graphite,S,64,3.0,high,firm,low,$59.99,79
Rapport Core White 70,VA0008,4C1M,Graphite,S,72,3.0,high,stiff,low/mid,$129.99,74
Tensei 1K Pro Orange 60,MR0101,4C1M,Graphite,S,68,3.0,high,firm,low,$350.00,91
Ventus Black 60,FK0101,4C1M,Graphite,S,64,3.4,high,stiff,low,$350.00,97
Ventus Black Velocore+ 50,FK0118,4C1M,Graphite,S,59,3.5,high,stiff,low,$350.00,Web
Ventus Black Velocore+ 60,FK0118,4C1M,Graphite,S,66,3.2,high,stiff,low,$350.00,Web
Ventus Black Velocore+ 70,FK0118,4C1M,Graphite,S,75,3.0,high,stiff,low,$350.00,Web
Ventus TR Black 50,FK0113,4C1M,Graphite,S,59.5,3.5,high,stiff,low,$350.00,96
Ventus TR Black 60,FK0113,4C1M,Graphite,S,69.5,3.1,high,stiff,low,$350.00,96
KBS Max HL 40,FS0086,4D3S,Graphite,S,45,5.5,low,soft,high,$99.95,111
KBS Max HL 50,FS0091,4D3S,Graphite,S,52,5.3,low,soft,high,$99.95,Web
UST Attas Speed 40,US0138,4D3S,Graphite,S,49,4.9,low,soft,high,$385.00,81
ProLaunch GWX 60,TT0155,4.5B2M,Graphite,TS,67,3.5,mid,medium,mid,$59.99,79
Diamana GT Series 70,MR0102,5B1H,Graphite,X,75,2.8,mid/high,stiff,low/mid,$360.00,Web
GD Tour AD GC 70,GD0066,5B1H,Graphite,X,72.5,2.8,mid,firm,mid,$379.00,Web
GD Tour AD HD 70,GD0060,5B1H,Graphite,X,76,2.5,mid,firm,mid,$379.00,Web
KBS TD 70,FS0067,5B1H,Graphite,cat4-X,71,2.9,mid/high,firm,low/mid,$200.00,110
KBS TD 80,FS0067,5B1H,Graphite,cat4-X,80,2.9,mid/high,firm,low/mid,$200.00,110
Rogue Silver 110 MSI 70,AL0095,5B1H,Graphite,X,73,2.9,mid/high,firm,low/mid,$100.00,88
Ventus Blue 70,FK0100,5B1H,Graphite,X,77.5,2.9,mid,stiff,mid,$350.00,97
Ventus TR Blue 60,FK0112,5B1H,Graphite,X,68,2.9,mid,stiff,mid,$350.00,96
Ventus TR Blue 70,FK0112,5B1H,Graphite,X,78.5,2.7,mid,stiff,mid,$350.00,96
Ventus Blue Velocore+ 70,FK0116,5B1H,Graphite,X,76,2.9,mid,stiff,mid,$350.00,96
Accra TZ5 Series 65,AC0001,5B1M,Graphite,M5-X,70,3.6,high,firm,low,$200.00,78
Aldila NV 55,AL0088,5B1M,Graphite,X,62,4.5,mid/high,med/firm,low/mid,$80.00,87
Aldila NV 65,AL0088,5B1M,Graphite,X,69,3.6,mid/high,med/firm,low/mid,$80.00,87
Aldila NV 75,AL0088,5B1M,Graphite,X,81,3.0,mid/high,med/firm,low/mid,$80.00,87
Ascent Red 60,AL0086,5B1M,Graphite,X,68,4.8,mid,firm,mid,$250.00,88
Ascent Red 70,AL0086,5B1M,Graphite,X,76,3.7,mid,firm,mid,$250.00,88
Denali Black 60,TT0210,5B1M,Graphite,X(6.5),69,3.7,high,stiff,low,$225.00,102
Diamana D+ 62,MR0035,5B1M,Graphite,X,75,3.1,high,stiff,low,$129.00,94
Diamana GT Series 60,MR0102,5B1M,Graphite,X,65,3.8,mid/high,stiff,low/mid,$360.00,Web
Diamana S+ 62 1st Gen,MR0034,5B1M,Graphite,X,71,4.0,mid,firm,mid,$99.00,94
Diamana S-Series LE 63,MR0115,5B1M,Graphite,X,65,3.6,mid/high,med/firm,mid,$350.00,Web
Diamana S-Series LE 73,MR0115,5B1M,Graphite,X,71,3.0,mid/high,med/firm,mid,$350.00,Web
Diamana WB Series 53,MR0114,5B1M,Graphite,X,55,4.6,high,firm,low,$360.00,92
Fuji Motore X F1 60,FK0107,5B1M,Graphite,X,69,3.7,mid/high,stiff,low/mid,$225.00,98
Fuji Motore X F1 70,FK0107,5B1M,Graphite,X,79,3.5,mid/high,stiff,low/mid,$225.00,98
Fuji Motore X F3 60,FK0106,5B1M,Graphite,X,69,4.1,low/mid,stiff,mid/high,$225.00,98
Fuji Motore X F3 70,FK0106,5B1M,Graphite,X,77,3.9,low/mid,stiff,mid/high,$225.00,98
Fuji Speeder NX Green 70,FK0115,5B1M,Graphite,X,77.5,3.0,mid,stiff,low/mid,$350.00,98
GD Tour AD DI 60 Org,GD0023,5B1M,Graphite,X,67,3.3,mid,firm,high,$379.00,101
GD Tour AD DI 60 Blk,GD0023,5B1M,Graphite,X,67,3.3,mid,firm,high,$379.00,101
GD Tour AD DI 70 Org,GD0023,5B1M,Graphite,X,75,3.1,mid,firm,mid/high,$379.00,101
GD Tour AD DI 70 Blk,GD0023,5B1M,Graphite,X,75,3.1,mid,firm,mid/high,$379.00,101
GD Tour AD GC 60,GD0066,5B1M,Graphite,X,65.5,3.1,mid,firm,mid,$379.00,Web
GD Tour AD HD 50,GD0060,5B1M,Graphite,X,61,4.4,mid,firm,mid,$379.00,Web
GD Tour AD HD 60,GD0060,5B1M,Graphite,X,68,3.1,mid,firm,mid,$379.00,Web
GD Tour AD IZ 60,GD0052,5B1M,Graphite,X,65,3.2,mid,firm,high,$379.00,Web
GD Tour AD IZ 70,GD0052,5B1M,Graphite,X,74,3.1,mid,firm,high,$379.00,100
GD Tour AD UB 60,GD0061,5B1M,Graphite,X,66,3.2,mid,firm,mid,$379.00,Web
GD Tour AD UB 70,GD0061,5B1M,Graphite,X,75,3.0,mid,firm,mid,$379.00,100
GD Tour AD VF 60,GD0063,5B1M,Graphite,X,67,3.3,mid/high,stiff,low/mid,$379.00,Web
GD Tour AD VF 70,GD0063,5B1M,Graphite,X,75.5,3.0,mid/high,stiff,low/mid,$379.00,101
GD Tour AD VR 60,GD0056,5B1M,Graphite,X,66,3.2,mid,firm,mid/high,$379.00,Web
GD Tour AD VR 70,GD0056,5B1M,Graphite,X,75,3.0,mid,firm,mid/high,$379.00,Web
GD Tour AD XC 60,GD0059,5B1M,Graphite,X,65,3.2,mid/high,stiff,low/mid,$379.00 ,Web
GD Tour AD XC 70,GD0059,5B1M,Graphite,X,75,3,mid/high,stiff,low/mid,$379.00 ,100
HZRDUS Smoke Black 60,TT0138,5B1M,Graphite,X(6.5),61,3.5,high,stiff,low,$80.00,103
HZRDUS Smoke Black 70,TT0138,5B1M,Graphite,X(6.5),70,3.5,high,stiff,low,$80.00,103
HZRDUS Smoke Blue RDX 60,TT0159,5B1M,Graphite,X(6.5),64,3.4,mid/high,stiff,low,$225.00,104
HZRDUS Smoke Blue RDX 70,TT0159,5B1M,Graphite,X(6.5),75,3.2,mid/high,stiff,low,$225.00,104
KBS TD 60,FS0067,5B1M,Graphite,cat4-X,62,3.0,mid/high,firm,low/mid,$200.00,110
Kuro Kage Blk 60 HBP 2nd Gen,MR0044,5B1M,Graphite,X,68,3.4,mid/high,med/firm,mid,$49.99,95
Kuro Kage Sil 60 1st Gen,MR0036,5B1M,Graphite,X,68,3.3,mid/high,firm,low/mid,$69.00,94
Rapport Core Blue FW 70,VA0005,5B1M,Graphite,TS,77,3.1,mid/high,firm,low/mid,$69.99,75
Rogue Silver 110 MSI 60,AL0095,5B1M,Graphite,X,67,3.4,mid/high,firm,low/mid,$100.00,88
UST LIN-Q M40X White 60,US0127,5B1M,Graphite,F5-X,67,4.8,mid/high,firm,low/mid,$325.00,81
UST LIN-Q M40X White 70,US0127,5B1M,Graphite,F5-X,75,4.0,mid/high,firm,low/mid,$325.00,81
Ventus Blue 60,FK0100,5B1M,Graphite,X,65,3.1,mid,stiff,mid,$350.00,97
Ventus Blue Velocore+ 60,FK0116,5B1M,Graphite,X,66,3.1,mid,stiff,mid,$350.00,96
Ascent Red 50,AL0086,5B1S,Graphite,X,61,5.4,mid,firm,mid,$250.00,88
Accra TZ6 Series 65,AC0002,5B2H,Graphite,M5-X,72,2.4,mid,med/firm,mid,$200.00,78
Accra TZ6 Series 75,AC0002,5B2H,Graphite,M5-X,80,2.1,mid,med/firm,mid,$200.00,78
Diamana BB Series 73,MR0117,5B2H,Graphite,X,71,2.9,mid/high,med/firm,mid,$360.00,Web
Fuji Speeder NX 70,FK0109,5B2H,Graphite,X,74.5,2.9,mid,stiff,mid/high,$350.00,98
ProForce V2 65,US0139,5B2H,Graphite,F5-X,66,2.9,mid,med/firm,mid,$75.00,82
ProForce V2 75,US0139,5B2H,Graphite,F5-X,76,2.2,mid,med/firm,mid,$75.00,82
ProLaunch Blue 65,TT0133,5B2H,Graphite,X,64,2.8,low/mid,med/soft,high,$59.99,79
Aldila Synergy Blue 60,AL0087,5B2M,Graphite,S,64,4.7,mid,med/firm,mid,$175.00,89
Aldila Synergy Blue 70,AL0087,5B2M,Graphite,S,75,3.8,mid,med/firm,mid,$175.00,89
Denali Blue 60,TT0209,5B2M,Graphite,X(6.5),65,3.5,mid,med/firm,mid,$225.00,102
Denali Blue 70,TT0209,5B2M,Graphite,X(6.5),73,3.0,mid,med/firm,mid,$225.00,102
Diamana BB Series 53,MR0117,5B2M,Graphite,X,55,4.9,mid/high,med/firm,mid,$360.00,Web
Diamana BB Series 63,MR0117,5B2M,Graphite,X,62,3.2,mid/high,med/firm,mid,$360.00,Web
EvenFlow Blue 65,TT0142,5B2M,Graphite,X(6.5),69,3.2,mid,med/firm,mid,$49.99,Web
