HYBRIDS
Kuro Kage Blk 80 Hy 2nd Gen,MR0045,4B1M,Graphite,S,82,3.2,mid,firm,mid,$34.99 ,95
Tensei 1K Pro Hy 80,MR0105,4B1M,Graphite,S,82,3.0,high,medium,mid,$175.00 ,91
Aldila NVS Hy .370,AL0092,4B2H,Graphite,S,83,2.7,mid,medium,mid/high,$40.00 ,87
Fuji Motore X Hy .370,FK0108,4B2H,Graphite,S,86,2.6,mid,medium,mid,$120.00 ,Web
HZRDUS Smoke Red RDX Hy 80,TT0204,4B2H,Graphite,S(6.0),80,2.4,mid,med/firm,mid,$75.00 ,104
KBS Graphite Tour Hy 95,FS0048,4B2H,Graphite,S,95,2.7,mid/high,firm,mid,$149.95,Web
Rogue Black 85 Hy .370,AL0096,4B2H,Graphite,TS-S,84,2.7,mid,med/firm,mid,$60.00 ,88
KBS Graphite Tour Hy 65,FS0048,4B2M,Graphite,S,65,3.5,low/mid,firm,mid,$149.95 ,Web
KBS Graphite Tour Hy 75,FS0048,4B2M,Graphite,S,75,3.2,low/mid,firm,mid,$149.95 ,Web
KBS Graphite Tour Hy 85,FS0048,4B2M,Graphite,S,85,3,mid/high,firm,mid,$149.95 ,Web
KBS MAX HL Hy 70,FS0090,4B2M,Graphite,S,70,3.5,low/mid,med/soft,high,$74.95 ,111
KBS PGH Graphite Hy 85,FS0085,4B2M,Graphite,S,85,3.0,mid,medium,mid,$135.00 ,112
MCA C6 Black 80 Hy .370,MR0099,4B2M,Graphite,S,83,3.9,mid,med/soft,mid,$45.00 ,93
MPF Pro Series Hy .370,MA0291,4B2M,Graphite,S,80,3.1,mid,medium,mid,$24.99 ,72
ProForce V2 Hybrid .370,US0140,4B2M,Graphite,F4-S,86,3.2,mid,medium,mid/high,$40.00 ,82
Rapport Core Blue Hy 80,VA0006,4B2M,Graphite,S,81,3.6,mid,medium,mid,$39.99 ,75
Recoil Dart 85 Hy .370,US0137,4B2M,Graphite,F4-S,83,3.1,low/mid,medium,mid/high,$65.00 ,83
Rogue Black 75 Hy .370,AL0096,4B2M,Graphite,TS-S,79,3.3,mid,medium,mid,$60.00 ,88
SteelFiber HLS780 Hy,AT0022,4B2M,Graphite,S,75,3.1,mid,medium,mid,$67.00 ,77
SteelFiber HLS880 Hy,AT0022,4B2M,Graphite,S,90,3.1,mid,medium,mid,$67.00 ,77
Tensei CK Blue Hy,MR0077,4B2M,Graphite,S,80,3.3,mid,medium,mid/high,$34.99 ,94
UST dhi Series Hy .370,US0083,4B2M,Graphite,S,73,4.2,mid/low,med/soft,mid/high,$25.00 ,85
Vista Pro Hy 60,FK0103,4B2M,Graphite,S,68,4.0,low/mid,medium,mid/high,$40.00 ,99
Vista Pro Hy 70,FK0103,4B2M,Graphite,S,75.5,3.8,low/mid,medium,mid/high,$40.00 ,99
HZRDUS Black G4 Hy 80,TT0192,4C1H,Graphite,S(6.0),79,2.1,high,stiff,low ,$85.00 ,103
