IRONS
UST dhi Series .370,US0084,4B2M,Graphite,S,71,4.2,low/mid,med/soft,mid/high,$25.00,85
Vista Pro 60i,FK0104,4B2M,Graphite,S,68.5,3.9,low/mid,medium,mid/high,$35.00,99
Vista Pro 70i,FK0104,4B2M,Graphite,S,75,3.6,mid,medium,mid,$35.00,99
Elevate MPH 95 .370,TT0189,4B3H,Steel,S,90,2.5,low,soft,high,$27.99,109
Elevate MPH 95 .355,TT0188,4B3H,Steel,S,102,2.5,low,med/soft,high,$27.99,109
KBS Max 80 .370,FS0052,4B3H,Graphite,S,102,2.5,low,med/soft,high,$29.95,114
Multi-Step Lite,TT0186,4B3H,Steel,S,98,2.5,low,med/soft,mid,$12.99,109
Nippon Zelos 7,NP0013 / NP0014,4B3H,Steel,S,77.5,2.8,low,soft,high,$34.00,119
Nippon Zelos 8,NP0022 / NP0023,4B3H,Steel,S,87.5,2.8,low,soft,high,$34.00,119
Vector .370,TT0208,4B3H,Steel,S,95,2.5,low,soft,high,$36.99,109
KBS 560 .370,FS0044,4B3M,Steel,S,90,3.0,low,soft,high,$29.95,Web
KBS 580 .370,FS0044,4B3M,Steel,S,95,3.0,low,soft,high,$29.95,Web
TT AMT Red .355,TT0120,4B3M,Steel,S,100,3.0,low,soft,high,$39.99,108
DG Tour Issue .355,TT0200i,4C1H,Steel,S400,132,1.9,high,firm,low,$44.99,106
Dynamic Gold 120 .355,TT0124,4C1H,Steel,S300,118,1.9,high,stiff,low,$36.99,106
FST 125,FS0014,4C1H,Steel,S,125,3.0,high,medium,mid,$11.95,120
FST Pro 125 Stepless,FS0088,4C1H,Steel,S,125,3.0,high,stiff,low/mid,$13.95,120
KBS C-Taper .355,FS0026,4C1H,Steel,S,120,2.5,high,stiff,low,$49.95,113
KBS C-Taper .370,FS0027,4C1H,Steel,S,135,2.5,high,stiff,low,$49.95,113
Project X .355,RP0009i,4C1H,Steel,6.0 S,120,1.9,high,stiff,low,$46.99,105
Project X .370,TT0118,4C1H,Steel,6.0 S,120,1.9,high,stiff,low,$46.99,105
Project X LS .355,TT0167,4C1H,Steel,6.0 S,120,1.9,high,stiff,low,$54.99,105
Steelfiber fc115cw .355,AT0032I,4C1H,Graphite,F4-S,115,2.8,variable,variable,variable,$63.00,77
Steelfiber fc115 .370,AT0031I,4C1H,Graphite,F4-S,115,2.9,variable,variable,variable,$58.00,77
TT AMT Tour White .355,TT0126,4C1H,Steel,S300,119,1.9,high,stiff,low/mid,$39.99,108
Dynamic Gold,UDGI / DGI,4C1M,Steel,S300,130,1.9,high,firm,low,$29.99,106
Command,TT201103,4C2M,Steel,S,127,2.5,mid,medium,mid,$9.99,109
Recoil 460 ESX .370,US0114,4D3M,Graphite,F4-S,67,4.6,low,med/soft,high,$45.00,84
Pro Custom,TT201201,4D3M,Graphite,S,77,3.9,low,soft,high,$26.99,79
KBS $-Taper .355 Black PVD,FS0049,4.5B1H,Steel,S+,125,2.5,mid/high,med/stiff,mid,$64.95,Web
KBS $-Taper .355 Chrome,FS0050,4.5B1H,Steel,S+,125,2.5,mid/high,med/stiff,mid,$64.95,113
KBS Tour .355,FS0018,4.5B1H,Steel,S+,125,2.5,mid/high,med/stiff,mid,$34.95,114
KBS TGI Graphite 90 .355,FS0058,4.5B2H,Graphite,S+,90,2.5,mid,medium,mid,$64.95,112
KBS TGI Graphite 95 .355,FS0058,4.5B2H,Graphite,S++,95,2.3,mid,med/firm,mid,$64.95,112
KBS C-Taper .355,FS0026,4.5C1H,Steel,S+,125,2.5,high,stiff,low,$49.95,113
KBS PGI Graphite 90 .370,FS0078,4.5C1M,Graphite,S+,90,3.0,high,firm,low/mid,$69.95,112
KBS PGI Graphite 90 .355,FS0083,4.5C1M,Graphite,S+,90,3.0,high,firm,low/mid,$89.95,112
Dynamic Gold 105 .355,TT0122,5B1H,Steel,X100,105,1.9,high,medium,low/mid,$36.99,106
Dynamic Gold 105 .370,TT0121 ,5B1H,Steel,X100,109,1.9,high,medium,low/mid,$36.99,106
KBS C-Taper Lite .355,FS0035,5B1H,Steel,X,115,2.5,mid,firm,mid/high,$54.95,113
KBS C-Taper Lite .370,FS0038,5B1H,Steel,X,125,2.5,mid,firm,mid/high,$54.95,113
KBS TGI Graphite 100 .355,FS0058,5B1H,Graphite,X,100,2.2,mid,firm,mid,$64.95,112
KBS Tour V .355,FS0036,5B1H,Steel,X,120,2.5,mid,stiff,mid,$47.95,113
N.S. Pro Modus³ Tour 115,NP0028,5B1H,Steel,X,119.5,1.7,high,med/firm,mid,$38.00,117
N.S. Pro Modus³ Tour 120,NP0020 / NP0001,5B1H,Steel,X,120,1.7,mid/high,stiff,low/mid,$38.00,117
N.S. Pro Modus³ Tour 125,NP0015,5B1H,Steel,X,129.5,1.4,high,med/firm,mid,$38.00,117
Project X LZ,TT0117,5B1H,Steel,6.5 X,125,1.9,mid,stiff,mid,$51.99,105
Project X LZ Blackout,TT0147,5B1H,Steel,6.5 X,125,1.9,mid,stiff,mid,$64.99,105
SteelFiber 110cw .355,AT0017IE,5B1H,Graphite,X,110,1.9,mid/high,med/firm,low/mid,$60.00,76
SteelFiber 110 .370,AT0016,5B1H,Graphite,X,110,1.9,mid/high,med/firm,low/mid,$55.00,76
Dynamic Gold 115 Mid .355,TT0198,5B2H,Steel,X100,116,1.9,mid,med/firm,mid,$36.99,107
FST 115,FS0012,5B2H,Steel,X,115,3.0,mid,medium,mid,$11.95,120
FST Pro 115 Stepless,FS0087,5B2H,Steel,X,115,3.0,mid,medium,mid,$13.95,120
KBS $-Taper Lt. .355 Chrome,FS0062,5B2H,Steel,X,105,2.5,mid,medium,mid,$69.95,113
KBS $-Taper Lt. .355 Black PVD,FS0064,5B2H,Steel,X,105,2.5,mid,medium,mid,$69.95,Web
KBS $-Taper Lt. .370 Chrome,FS0061,5B2H,Steel,X,120,2.5,mid,medium,mid,$69.95,113
KBS $-Taper Lt. .370 Black PVD,FS0063,5B2H,Steel,X,120,2.5,mid,medium,mid,$69.95,Web
KBS Tour Lite 105 .355,FS0080,5B2H,Steel,X,105,2.5,mid,med/firm,mid,$39.95,114
KBS Tour Lite 110 .370,FS0079,5B2H,Steel,X,110,2.5,low/mid,soft/med,mid/high,$39.95,114
N.S. Pro 1150GH .355,NP0003,5B2H,Steel,X,121.5,1.8,mid,med/firm,mid,$25.50,118
N.S.Pro Modus³ Tour 105,NP0021 / NP0016,5B2H,Steel,X,112,1.5,high,med/firm,mid,$38.00,117
N.S. ProModus³ Tour 130,NP0009 / NP0010,5B2H,Steel,X,129,1.7,mid,soft,mid,$38.00,116
Project X IO .355,TT0168,5B2H,Steel,6.5 X,115,1.9,mid,medium,low/mid,$54.99,105
Recoil Dart 105 .355,US0129,5B2H,Graphite,F5-X,106,2.0,mid,med/firm,mid,$60.00,83
KBS Max 80 .370,FS0052,5B3H,Steel,X,102,2.5,low,med/soft,high,$29.95,114
DG Tour Issue .355,TT0200i,5C1H,Steel,X100,130,1.9,high,firm,low,$44.99,106
Dynamic Gold 120 .355,TT0124,5C1H,Steel,X100,120,1.9,high,stiff,low,$36.99,106
FST 125,FS0014,5C1H,Steel,X,125,3.0,high,medium,mid,$11.95,120
FST Pro 125 Stepless,FS0088,5C1H,Steel,X,125,3.0,high,stiff,low/mid,$13.95,120
KBS C-Taper .355,FS0026,5C1H,Steel,X,130,2.5,high,stiff,low,$49.95,113
KBS C-Taper .370,FS0027,5C1H,Steel,X,140,2.5,high,stiff,low,$49.95,113
KBS PGI Graphite 100 .370,FS0078,5C1H,Graphite,X,100,2.4,high,stiff,low/mid,$69.95,112
KBS $-Taper .355 Black PVD,FS0049,5C1H,Steel,X,130,2.5,high,stiff,mid,$64.95,Web
KBS $-Taper .355 Chrome,FS0050,5C1H,Steel,X,130,2.5,high,stiff,mid,$64.95,113
KBS Tour .355,FS0018,5C1H,Steel,X,130,2.5,high,stiff,mid,$34.95,114
KBS Tour Cust Blk .355,FS0028,5C1H,Steel,X,130,2.5,high,stiff,mid,$59.95,Web
Project X .355,RP0009I,5C1H,Steel,6.5 X,125,1.9,high,stiff,low,$46.99,105
Project X .370,TT0118,5C1H,Steel,6.5 X,125,1.9,high,stiff,low,$46.99,105
Project X LS .355,TT0167,5C1H,Steel,6.5 X,125,1.9,high,stiff,low,$54.99,105
Steelfiber fc115cw .355,AT0032I,5C1H,Graphite,F5-X,115,2.7,variable,variable,variable,$63.00,77
Steelfiber fc115 .370,AT0031I,5C1H,Graphite,F5-X,115,2.8,variable,variable,variable,$58.00,77
TT AMT Tour White .355,TT0126,5C1H,Steel,X100,119,1.9,high,stiff,low/mid,$39.99,108
Dynamic Gold,UDGI / DGI,5C1M,Steel,X100,130,1.9,high,firm,low,$29.99,106
KBS Tour .370,FS0019,5C2H,Steel,X,133,2.5,high,stiff,mid,$34.95,114
KBS TGI Graphite 110 .355,FS0058,5.5B1H,Graphite,X+,110,2.2,mid,stiff,mid,$64.95,112
N.S. Pro Modus³ Tour 120 .355,NP0001,5.5B1H,Steel,TX,126,1.7,mid/high,stiff,low/mid,$38.00,117
Project X LS .355,TT0167,5.5C1H,Steel,7.0 X+,125,1.9,high,stiff,low,$54.99,105
